,Tweets,len,ID,USER,userName,User Location,Language,Date,Source,Likes,Retweets,Geo,Coordinates,Place
0,"O home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas.",276,1290392340608307207,gabesimas,Gabe Simas,gabriel@gabrielsimas.com,,2020-08-03 21:01:22,Twitter for iPhone,15353,1418,,,
1,Estudo publicado hoje por cientistas brasileiros em parceria c/ Reino Unido —antecipado à imprensa na Bori— mostra que home office sem adaptação pode causar dores no corpo e problemas no sono. Só 16% dos entrevistados receberam suporte p/ trabalho em casa https://t.co/F31Q7ESIjQ https://t.co/EPk00mKt3e,303,1291065861160280066,CienciaHoje,Ciência Hoje,Brazil,,2020-08-05 17:37:42,Twitter for Android,0,2,,,
2,Estudo publicado hoje por cientistas brasileiros em parceria c/ Reino Unido —antecipado à imprensa na Bori— mostra que home office sem adaptação pode causar dores no corpo e problemas no sono. Só 16% dos entrevistados receberam suporte p/ trabalho em casa https://t.co/F31Q7ESIjQ https://t.co/EPk00mKt3e,303,1291065335710470145,FAngelico,Fabiano Angélico,São Paulo,,2020-08-05 17:35:37,Twitter for Android,0,2,,,
3,"""o home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas."" https://t.co/zxe6oeF1yh",302,1291064961410760705,aaananda,• ananda •,São Paulo ,,2020-08-05 17:34:08,Twitter for Android,0,5467,,,
4,Estudo publicado hoje por cientistas brasileiros em parceria c/ Reino Unido —antecipado à imprensa na Bori— mostra que home office sem adaptação pode causar dores no corpo e problemas no sono. Só 16% dos entrevistados receberam suporte p/ trabalho em casa https://t.co/F31Q7ESIjQ https://t.co/EPk00mKt3e,303,1291063275552215044,agencia_bori,Agência Bori,Brasil,,2020-08-05 17:27:26,Twitter for iPhone,2,2,,,
5,"""o home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas."" https://t.co/zxe6oeF1yh",302,1291061025031233538,baccilivia,lívia,,,2020-08-05 17:18:29,Twitter for iPhone,0,5467,,,
6,"""o home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas."" https://t.co/zxe6oeF1yh",302,1291059527278833664,here4demis,nope,,,2020-08-05 17:12:32,Twitter for iPhone,0,5467,,,
7,"""o home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas."" https://t.co/zxe6oeF1yh",302,1291059316687024140,giulleone,히울리아나,"Belo Horizonte, Brasil",,2020-08-05 17:11:42,Twitter for Android,0,5467,,,
8,"""o home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas."" https://t.co/zxe6oeF1yh",302,1291055748592668676,rockydonuts,frnd튤립,São Paulo,,2020-08-05 16:57:31,Twitter Web App,0,5467,,,
9,"""o home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas."" https://t.co/zxe6oeF1yh",302,1291055280818659335,thiagofc1982,Thiago Ferreira Coelho,"Valadares, Minas, Brasil",,2020-08-05 16:55:40,Twitter for Android,0,5467,,,
10,"""o home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas."" https://t.co/zxe6oeF1yh",302,1291054687911903232,renansette,𝕖𝕒𝕤𝕥𝕖𝕣𝕟 𝕪𝕠𝕦𝕥𝕙,,,2020-08-05 16:53:18,TweetDeck,0,5467,,,
11,"""o home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas."" https://t.co/zxe6oeF1yh",302,1291054472244924417,ChrisTurco010,Anarcoturcobrizolista,RJ/RJ,,2020-08-05 16:52:27,TweetDeck,0,5467,,,
12,"O home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas. https://t.co/1fTJ13nsqq",300,1291053785750568963,stegoommes,Stephane Gomes,,,2020-08-05 16:49:43,Twitter for iPhone,0,105,,,
13,"""o home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas."" https://t.co/zxe6oeF1yh",302,1291053617076670464,LLaryteen,Lari,Brazil,,2020-08-05 16:49:03,Twitter for Android,0,5467,,,
14,"""o home office tirou algo terrivel que tbm nos fazia bem: o trânsito de volta pra casa. É ótimo não te-lo, óbvio. Mas é preciso encontrar o substituto pro papel que ele cumpria: o de descompressão pós trabalho, o ato de se desligar, de ouvir música, de pensar em outras coisas."" https://t.co/zxe6oeF1yh",302,1291052354142429185,riiickxd,um mano xis,Sp - Pirituba,,2020-08-05 16:44:02,Twitter for Android,0,5467,,,
15,"Maior dificuldade nessa quarentena é conseguir conciliar trabalho (home Office) e coisas de casa, tudo se mistura e fica difícil concentrar, e tb tem uma pirralha que vive grudada em mim, até quando não posso dá atenção, ela  fica do meu lado mesmo assim😅🥰 Eu q lute",266,1290358764873408512,Srta_Riri,VivianE Go Solo 🌪️🏜,CE,,2020-08-03 18:47:57,Twitter for Android,0,0,,,
16,"graças a deus tenho uma mesinha top em casa pra fazer meu home, mas não chega nem aos pés de um escritório lindinho que é literalmente meu lugar de trabalho",156,1290355582130626561,onlyyouzanessa,zabela,,,2020-08-03 18:35:19,Twitter Web App,0,0,,,
17,"home office aqui em casa é completamente inviável, tudo tem mais prioridade do que o meu trabalho, e se eu digo que to fazendo algo importante, é sentença de que odeia a familia kkkkk",183,1290348185014153217,themaxximo,Ednaldo,,,2020-08-03 18:05:55,Twitter Web App,4,0,,,
18,hoje tá sendo o dia de trabalho mais inútil pós home office pois na minha casa pelo menos tem internet   aqui ficamos das 9h as 11h sem rede e agora de novo   minha segunda-feira resumida em: NAO FIZ BOSTA NENHUMA,213,1290338321047134209,______isa,isabel,051,,2020-08-03 17:26:43,Twitter for iPhone,3,0,,,
19,Create the ideal scenario for your home working days with our #furniture and #lighting selection. ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ Crie o ambiente ideal para os seus dias de trabalho em casa com a nossa seleção de #mobiliário e #iluminação.  #homeoffice #decoracao https://t.co/guabg1rED1,266,1290325348400463873,Jetclass_pt,Jetclass Group,Valongo || Portugal,,2020-08-03 16:35:10,swonkie,0,0,,,
20,isso q efrem falou eh mto real home office n eh trabalho remoto rs home office eh em casa e trabalho remoto EH TRABALHAR EM QUALQUER LUGAR DO MUNDO,147,1290315668609523712,hundrao,Rafael,"Brasília, Brasil",,2020-08-03 15:56:42,Twitter for iPhone,3,0,,,
21,Falaremos sobre as vantagens e desvantagens do trabalho remoto  e compartilhar algumas dicas para trabalhar em home office e tornar a rotina menos estressante.Confira o post:  https://t.co/UF7av483jL  #homeoffice #quarentena https://t.co/I0k40ubyGY,248,1290303780295069698,quarentena_bot,Quarentena,Planeta Terra,,2020-08-03 15:09:28,QuarentenaBot,0,12,,,
22,Falaremos sobre as vantagens e desvantagens do trabalho remoto  e compartilhar algumas dicas para trabalhar em home office e tornar a rotina menos estressante.Confira o post:  https://t.co/UF7av483jL  #homeoffice #quarentena https://t.co/I0k40ubyGY,248,1290303780173631488,quarentena_bot,Quarentena,Planeta Terra,,2020-08-03 15:09:28,QuarentenaBot,0,12,,,
23,Falaremos sobre as vantagens e desvantagens do trabalho remoto  e compartilhar algumas dicas para trabalhar em home office e tornar a rotina menos estressante.Confira o post:  https://t.co/UF7av483jL  #homeoffice #quarentena https://t.co/I0k40ubyGY,248,1290303757712941056,chicaslokasbr,Chicas Lokas na Estrada,Brasil,,2020-08-03 15:09:23,Twitter for Android,14,12,,,
24,"@DDkshmr @_itscoraline @veronicacris @igorcentrismo @ICarvalho10 Bom, mas meio que já é claro que não existiu, de fato, quarentena no Brasil, né. Até mesmo as camadas mais ""abastadas"", que conseguiriam ficar em casa (ou que puderam migrar para home office), não aderiram em sua totalidade, que dirá dos mais pobres, que precisam ir ao trabalho?",344,1290291715257978880,RodneyMullen66,Rodney Mullen,"São Paulo, Brasil",,2020-08-03 14:21:32,Twitter Web App,35,0,,,
25,"O home office foi a melhor coisa que inventaram, alguns podem até reclamar, mas não tem coisa que fazer o número 2 em casa, sem precisar ficar segurando dentro do trabalho, ônibus e libertador. https://t.co/nl0qNVHBJ3",217,1290273397059002368,oandrezinhoreal,🅰️ndré 🅾️liveira,,,2020-08-03 13:08:44,Twitter for Android,0,0,,,
26,eu preciso renovar meu estoque de skin care aqui em casa pra eu voltar a botar umas máscaras 16h da tarde enquanto trabalho e aproveitar as vantagens do home office,164,1290266570439004161,suviiicente,~suuuh,,,2020-08-03 12:41:37,Twitter for Android,2,0,,,
27,"@GiganteSempre @OsmarTerra bolso do patrão que está na praia em Home Office de quarentena. O empregado só serve pra encher o bolso do patrão e ir pra casa. Se morrer trabalhando, tudo bem, repõe a pedra e segue o baile. Só não pode morrer se divertindo pq vai faltar seu trabalho no dia seguinte pra empresa",307,1290247057806987265,SimoneVissotto,Monefpolis72,,,2020-08-03 11:24:04,Twitter for Android,0,0,,,
28,Fico me perguntando o que se passa na cabeça da matriz em não liberar o home office. Em 4 dias de trabalho já começou a surgir casos de covid. Espera um mês pra ver se não tem agentes de saúde mandando a galera inteira pra casa,227,1290225998122778625,YTrierveiler,Yuri Trierveiler,,,2020-08-03 10:00:23,Twitter for Android,2,0,,,
29,Confira meu artigo mais recente: Home office: como manter o foco para o trabalho ou estudo em casa https://t.co/TigLjucv9J via @LinkedinBrasil @LinkedIn,152,1290102755982376961,ProPatrick,Patrick Pedreira,Vitória da Conquista - Bahia,,2020-08-03 01:50:40,Twitter Web App,0,0,,,
30,amanha eu trabalho meu deus pq n existe o home office naquele escritório p eu não fazer nada so que em casa,107,1290099843277262849,loustles,pâmela,,,2020-08-03 01:39:06,Twitter for Android,1,0,,,
31,"@benjaminback @NETatende Olha relutei muito, pensei no trabalho q me daria pra cancelar, se a outra tbm não seria problema. Sempre existem problemas, mas dependemos de internet aq em casa full time com esposa em home office. Quase 1 mês e 0pane. Fechei pacote com mais canais, combate e 80 reais a menos.",304,1290038223758979072,romarques100,Rodrigo,"São Paulo, Brasil",,2020-08-02 21:34:14,Twitter for iPhone,2,0,,,
32,"@Meldreams99 Na realidade , não conheço ninguém q teve covid . E aqui em casa não há quarentena . Tudo continua como sempre foi. Meu esposo não mudou a rotina nem eu( trabalho home office ) . Tenho irmãs e parentes q vivem suas vidas igual antes da pandemia . Sei da pandemia pela mídia .🤔🤔",290,1290017899302678528,OHorsth,🌻Olivia Horsth 🗯️ Republicana💚💛🚫🐮💚💛,Do Brasil,,2020-08-02 20:13:29,Twitter for Android,0,0,,,
33,"@gutsiqueira Existe uma diferença entre home office e trabalho remoto, hj estamos forçadamente fazendo home office, presos em casa c contato social restrito, a longo prazo realmente causa fadiga. Mas o modelo d trabalho remoto (trabalhar d casa, da padaria, durante uma viagem), veio p/ ficar",292,1290009183648178176,dbamatheus,Matheus,Campinas/SP,,2020-08-02 19:38:51,Twitter Web App,3,0,,,
34,"@rohdoamor amg desde q isso começou tudo q eu queria era só ficar em casa protegido mas meu trabalho não permite home office  ai as madames podem ficar em casa mas saem a toa correndo risco de adoecer pq ainda não tem vacina, eu só vejo com ignorância mesmo  eu não quero adoecer não",283,1289953181883985920,rukstheworld,ruks.,"Fortaleza, Brasil",,2020-08-02 15:56:19,Twitter for iPhone,2,0,,,
35,"Eu fico vendo alguns tweets de dubladores aqui que foram tirados dos seus personagens que vinham dublando há tempos, só porque estão fazendo trabalho em casa, com um home Studio que eles gastaram uma grana pra fazer... Namoral? Tem nem sentido isso. Tem distribuidora+",268,1289942687248834560,Cinco_em_romano,RATH,Brasil,,2020-08-02 15:14:37,Twitter for Android,1,0,,,
36,"Ano passado mudei meu plano para Nextel. Acordo hoje, e o sinal virou Claro. Detalhe: Sinal da Claro é um lixo, não funciona no meu bairro e principalmente na minha casa. Eu preciso do celular, pois eu trabalho com ele, e agora em home office é um dos meios de contato",268,1289928228681871360,bsoaresdarocha,Bia Rocha,São Paulo- SP/ Brasil,,2020-08-02 14:17:10,Twitter for iPhone,1,0,,,
37,"@GuilhermeBriggs Seria um baita conteúdo se vc gravasse um vídeo mostrando o seu local de trabalho em casa, como funciona o home studio. Ah, e aliás, porque viciei em She-Ra no último mês, parabéns pelo trabalho no Hordak e no Hordak Errado, amei os dois kkkk",259,1289923077321764864,richiemmolina,Richard Molina,"São Bernardo do Campo, Brasil",,2020-08-02 13:56:41,Twitter for Android,33,0,,,
38,"Hj passei por mentiroso pq trabalho em home office e isso ñ é trabalho. Sequência: fui taxado de manipulador pq, cansado, queria ver filme no escurinho e ñ série s/ graça. Finalizado como chantagista pq quis ir para casa. Top foi sair ouvindo q nunca + preciso voltar. Adeus, uai!",280,1289757958176268288,claudiotostes,Claudio Tostes,"Rio de Janeiro, Brasil",,2020-08-02 03:00:34,Twitter for iPhone,1,0,,,
39,"Trabalho em Casa, Escritório Caseiro e/ou Home office, são sinônimos de uma forma de trabalho que traz Autonomia e Liberdade. Este conceito se aplica a que trabalham em casa ou em espaços alternativos, como um café ou salas de coworking.  🤗Um abraço Insta @homeofficetendencias https://t.co/NU0Asl05bl",301,1289679652609351680,AVanin83,Alexandre Vanin,,,2020-08-01 21:49:24,Twitter for Android,0,1,,,
40,"Trabalho em Casa, Escritório Caseiro e/ou Home office, são sinônimos de uma forma de trabalho que traz Autonomia e Liberdade. Este conceito se aplica a que trabalham em casa ou em espaços alternativos, como um café ou salas de coworking.  🤗Um abraço Insta @homeofficetendencias https://t.co/NU0Asl05bl",301,1289671176524984320,HOTendencias,Home Office Tendências,,,2020-08-01 21:15:44,LaterMedia,1,1,,,
41,"@binerighetti Oi, Sabine. Em casa desde 24/03, home office. O trabalho se entremeou tanto com a vida pessoal que agora eu trabalho enquanto estou acordado, mas ao mesmo tempo também almoço, janto, vejo uma notícia...ficou tudo interligado.",239,1289379841972637696,schrarstzhaupt,Isaac Schrarstzhaupt 🇧🇷,"Caxias do Sul, Brasil",,2020-08-01 01:58:04,Twitter Web App,1,0,,,
42,"@sindorei__ Mano, eu fiz home office por uns três meses, e na boa, prefiro mil vezes ir todo fudido pro trabalho e ficar acordado até tarde corrigindo apostila lá do que fazer as merdas em casa e querer morrer todo dia",218,1289355131402649600,Zapparolycks,📚 ZapparolyzzZ ⚔ Playing WoW,Brazil 🇧🇷 / MG / IC - 4521 ⚙,,2020-08-01 00:19:53,Twitter Web App,1,0,,,
43,Agora de home office em casa eu trabalho de pijama kkkk,55,1289341554465751040,NicolleAlves20,❤️🌻Niiiick 🌻♥️,"Porto Alegre, Brasil",,2020-07-31 23:25:56,Twitter Web App,1,0,,,
44,não sei se é possível mas hj eu saí tarde do home office que é em casa mas era trabalhando dai eu fiquei no trabalho até tarde mas era em casa só que foi tarde,159,1289322818430148608,_raulsouza,crocodilo,"Brasília, Brasil",,2020-07-31 22:11:29,Twitter for Android,0,0,,,
45,@Timefirstcaller @1shayraa Se teu papai pode te sustentar em casa ou teu trabalho é em home office nem todo mundo tem essa possibilidade meu caro. Essa quarentena já gerou bastante desemprego e uma crise enorme. Cobre do seu governante+ leitos e investimento em saúde e não impedir as pessoas de trabalhar,305,1289319271793917952,marcosp11903,Marcos Paulo 🇧🇷,,,2020-07-31 21:57:23,Twitter for Android,0,0,,,
46,"População em trabalho remoto começa a cair em julho. De acordo com a pesquisa IBGE , 8,2 milhões de pessoas estavam em home office na semana de 5 a 11 de julho, o equivalente a 11,6% da população ocupada. No começo de maio, 8,6 milhões desempenhavam suas funções de casa.",271,1289312543471591424,orlando_nl2,🇧🇷Orlando Nabarrete Laragnoit🇧🇷,,,2020-07-31 21:30:39,Twitter for Android,0,0,,,
47,"Eu tenho um ambiente de trabalho ótimo em casa, meu quarto, minha mesa com meus documentos, silêncio, duas telas de computador, privacidade e MESMO ASSIM eu não consigo me concentrar. Não consigo dar valor ao home office porque só funciono na pressão.",251,1289276259307069440,computadorbot,'computador' BOT,,,2020-07-31 19:06:28,Computadorbot,0,1,,,
48,"Eu tenho um ambiente de trabalho ótimo em casa, meu quarto, minha mesa com meus documentos, silêncio, duas telas de computador, privacidade e MESMO ASSIM eu não consigo me concentrar. Não consigo dar valor ao home office porque só funciono na pressão.",251,1289276237391650817,millamarzinoti,Millarga,,,2020-07-31 19:06:23,Twitter for Android,0,1,,,
49,"É claro que o trabalho home office ajuda muito, evitamos sair de casa, menos gastos (transporte, refeição, aluguel e manutenção de escritório), mas até que ponto exercer a nossa atividade em casa é saudável? O trabalho no ambiente de trabalho facilita muito[.",259,1289273906772115457,SaraMaiele,Sara Almeida 💣,"Teófilo Otoni, Brasil",,2020-07-31 18:57:07,Twitter for Android,0,0,,,
50,"ainda bem que não trabalho home office viu, tenho disciplina nenhuma com horário estando em casa, deu 15h eu fui almoçar",120,1289264750665371650,gabimmarinho13,Gabi,bh,,2020-07-31 18:20:44,Twitter for iPhone,1,0,,,
51,"@JoseAFN10 @amilcarcacini @MaSerafini línguas latinas são mais ricas e fonéticas que as anglo-saxãs. Nada contra uso do inglês mas é uma aberração imprensa falar em lockdown (fechamento), home office (trabalho em casa) ou take way (retirada) para boa parte da população que evidentemente não entende.",300,1289240101709520897,The__Wall___,Wallasson F Martins,,,2020-07-31 16:42:47,Twitter for Android,0,1,,,
52,"@JoseAFN10 @amilcarcacini @MaSerafini línguas latinas são mais ricas e fonéticas que as anglo-saxãs. Nada contra uso do inglês mas é uma aberração imprensa falar em lockdown (fechamento), home office (trabalho em casa) ou take way (retirada) para boa parte da população que evidentemente não entende.",300,1289210981516603394,Observa44479914,Observador,,,2020-07-31 14:47:05,Twitter Web App,6,1,,,
53,A produtividade no home office é um desafio para muitos que tiveram que alterar a rotina de trabalho do dia para a noite devido à pandemia. Fizemos uma listinha com dicas para aumentar a produtividade durante o período em que é preciso ficar em casa. Leia! https://t.co/LDHAlEzh8A,280,1289200891673735172,Gerencianet,Gerencianet,São Paulo - SP ,,2020-07-31 14:06:59,HubSpot,4,0,,,
54,"@_renatera A empresa tá de home office. Ou seja, vou ficar em casa como todo mundo mas sem a opção de me distrair com o trabalho",128,1289177318510878720,coisasdejeny,Jeniffer Prado,,,2020-07-31 12:33:19,Twitter for Android,0,0,,,
55,Aqui em casa em obra e eu em home office   Ou morro indo pro trabalho ou morro dentro de casa por causa da poeira https://t.co/zPjuKQXzsJ,137,1289167403713273858,kcchealings,isa,"Fortaleza, Ceará",,2020-07-31 11:53:55,Twitter for Android,13,0,,,
56,"@lesbi4nne É bem isso mesmo. Eu sozinha em casa, ou trabalho ou faço a manutenção das coisas, os dois no mesmo dia é apertado. Home office é bom pra quem?",154,1289157851097845766,rbwiederspahn,A M A R G A R I D A,Intersecção Babilônia-ValeLGBT,,2020-07-31 11:15:57,Twitter for Android,1,0,,,
57,"@laisnovoa_ @andre_rochadel Home office significa escritório em casa, mas a galera usa como trabalho em casa. Por que não falar trabalho remoto, que além de comunicar, não tem erro de significado?",196,1289157541109276672,NiseWalker,Nise Walker,,,2020-07-31 11:14:43,Twitter for Android,0,0,,,
58,"""Home office não é trabalhar em casa, é dormir no trabalho"" ~ Verbal, Xadrez",76,1289016323767492608,Franz_ldr,L'Italianoᶜʳᵛᵍ,Em outro mundo,,2020-07-31 01:53:35,Twitter for Android,2,0,,,
59,"Confira meu artigo mais recente-Home office: Como configurar, em casa, seu ambiente de trabalho https://t.co/I48zSUz5YB via @LinkedIn @LinkedinBrasil",149,1289014274573193218,ProPatrick,Patrick Pedreira,Vitória da Conquista - Bahia,,2020-07-31 01:45:26,Twitter Web App,0,0,,,
60,depois de tanto tempo em home office posso dizer que não trabalho em casa e sim que moro no trabalho. https://t.co/yDmvReFnYE,125,1289011432768634880,luizhj_,Luiz H Jacinto,"Curitiba, Brasil",,2020-07-31 01:34:08,Twitter Web App,1,0,,,
61,"Lado bom do Home Office: Ia pro trabalho amanhã mas tá chovendo, preferi ficar em casa rs",89,1288988784118452224,aaacucena,Açucena,,,2020-07-31 00:04:09,Twitter for Android,0,0,,,
62,"Já pensou teu chefe chegar depois do almoço na sua casa? ""Repara na bagunça não. Mas o serviço tá em dia"". O pensamento retrógrado continua, o que importa mais: a presença ou produção? Seja no remoto ou presencial, eficiência devia ser a palavra de ordem. https://t.co/Ui0C0Urhz3",279,1288962903450824707,ANoemiaraujo,Noemi Araujo,"Brasília, Brasil",,2020-07-30 22:21:18,Twitter for Android,2,0,,,
63,"Não é home office, é trabalho em casa. No caso atual é trabalho em casa forçado. https://t.co/W3XvfKdtVh",104,1288962552664293377,emersauro,emerson ⚡️,"Londrina, Brasil",,2020-07-30 22:19:54,Twitter for Android,0,0,,,
64,@likeazombie Exatamente. Ele tá em casa e não usou o VR nenhuma vez? Dúvido. A coisa melhor de home office para mim e sair do trabalho e poder ir direto para cama,162,1288957972652208129,ninacdr,Nina,"Florianópolis, Brasil",,2020-07-30 22:01:43,Twitter for Android,1,0,,,
65,"Fui trabalhar de home Office hoje, dormi 3x no meio do trabalho. Sem condições de trabalhar em casa no frio.",108,1288953901111279616,LoAraujo6,#DominicToretto⚫🔴🇧🇷,"Taquara, Rio de Janeiro",,2020-07-30 21:45:32,Twitter for Android,0,1,,,
66,Que trabalhar em home office gera uma produtividade maior que presencialmente. Trabalho MIL VEZES mais motivada em casa. https://t.co/M3OaR1OZFV,144,1288953809583124480,sincerelyjmyeon,ket.,,,2020-07-30 21:45:10,Twitter Web App,0,0,,,
67,"Fui trabalhar de home Office hoje, dormi 3x no meio do trabalho. Sem condições de trabalhar em casa no frio.",108,1288951011915292673,lorraneufrasio,Lorrane ᶜʳᶠ,Rio de Janeiro ,,2020-07-30 21:34:03,Twitter for Android,67,1,,,
68,Esse negócio de home office tá quebrando minhas pernas. Trabalho duas horas seguidas. Me perco dentro de casa nas próximas 3 horas e depois volto a trabalhar. O expediente de 8 horas se transforma em 12h fácil.,210,1288932865884016642,collapsej_,j,,,2020-07-30 20:21:57,Twitter Web App,0,1,,,
69,"@tixinhadois 1) o trabalho voltou ao normal 2) equipes poucos se esforçam para divulgar seus jogadores/jogos 3) horário (quem está em casa, está em home ou dormindo pq ficou ate tarde jogando hahaha) 4) FDS tem tudo para melhorar, mas ainda LONGE dos padrões internacionais...",276,1288931009904418816,drzx,🤖 DRZX 🤖,World Wide Web,,2020-07-30 20:14:34,TweetDeck,32,0,,,
70,Esse negócio de home office tá quebrando minhas pernas. Trabalho duas horas seguidas. Me perco dentro de casa nas próximas 3 horas e depois volto a trabalhar. O expediente de 8 horas se transforma em 12h fácil.,210,1288921609659658241,oaketal,Marcelo =P,"Natal, Brasil",,2020-07-30 19:37:13,Twitter for Android,11,1,,,
71,"Vocês acham que têm sido fácil fazer home office?? Vida de professor é isso ai, se virar como pode pra conseguir fazer o seu trabalho.  Agora na quarentena tá a maior loucura aqui em casa e enquanto resolvíamos algumas coisas, até no carro meu pai teve que dar aula. ++ https://t.co/Wm6IudRBsy",293,1288914061703487488,boylix0,mika melo,"Salvador, Brasil",,2020-07-30 19:07:13,Twitter Web App,0,1,,,
72,"Vocês acham que têm sido fácil fazer home office?? Vida de professor é isso ai, se virar como pode pra conseguir fazer o seu trabalho.  Agora na quarentena tá a maior loucura aqui em casa e enquanto resolvíamos algumas coisas, até no carro meu pai teve que dar aula. ++ https://t.co/Wm6IudRBsy",293,1288912699930423296,varjaooeva,comunistinha petralha corrompida,,,2020-07-30 19:01:49,Twitter for Android,4,1,,,
73,"Se você está tendo que adaptar sua rotina com a mudança para o home office, neste artigo, vamos dar dicas para organizar o seu trabalho para que seja feito em casa da melhor forma! Leia agora: https://t.co/86pipEfJlZ https://t.co/eqIfaZHjEl",240,1288905207347380226,UnoparBocaiuva,Unopar Bocaiuva,,,2020-07-30 18:32:02,Twitter for Android,0,0,,,"Place(_api=<tweepy.api.API object at 0x000002627C8CFEB8>, id='9e8e646fde1782f7', url='https://api.twitter.com/1.1/geo/id/9e8e646fde1782f7.json', place_type='city', name='Bocaiúva', full_name='Bocaiúva, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002627C8CFEB8>, type='Polygon', coordinates=[[[-44.112222, -17.926612], [-43.0697588, -17.926612], [-43.0697588, -16.8514827], [-44.112222, -16.8514827]]]), attributes={})"
74,"Pessoal que trabalha de home office reclamando de ficar em casa, gente só de não ter que perder todo o tempo na rua até chegar o trabalho e não ter que pegar ônibus já é fundamental pra estar feliz",197,1288902668669288448,oliveira_vaann,geminiana,,,2020-07-30 18:21:57,Twitter for iPhone,0,0,,,
75,"No meio do home-office, um cafezinho com o futuro na mão. Tarde de trabalho em casa, elaborando projetos. https://t.co/us90dXBxuu",129,1288899189888475138,AdemarDanilo,Ademar Danilo,São Luís Maranhão Brasil,,2020-07-30 18:08:08,Twitter for iPhone,29,0,,,"Place(_api=<tweepy.api.API object at 0x000002627C8CFEB8>, id='23299615a880d29d', url='https://api.twitter.com/1.1/geo/id/23299615a880d29d.json', place_type='city', name='São Luís', full_name='São Luís, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002627C8CFEB8>, type='Polygon', coordinates=[[[-44.441517, -2.800361], [-44.163584, -2.800361], [-44.163584, -2.45821], [-44.441517, -2.45821]]]), attributes={})"
76,@Valeria_LSV @Edelsvitha @silviaferraro_ Mais ele tbm estão pagando professor em casa. Kkkkkkk Essa é a parte que eles não gostam. Mesmo que aulas seja on LINE. Afinal querem escravos trabalho e não de home office.,214,1288888332643110913,Rodrigo11Cunha,🚩Quero meu Brasil De volta🚩,Itacuruça ,,2020-07-30 17:24:59,Twitter for Android,4,0,,,
77,"Eu reclamei muito do trabalho home office, mas hoje queria muito estar em casa.",79,1288876767571324937,_ludias,Lu Leite,Brasil,,2020-07-30 16:39:02,Twitter Web App,1,0,,,
78,"@ranicarvalho Cara, home office pra mim era um pesadelo, internet ruim, computador ruim, cadeira ruim, calor, criança subindo nas pernas, toda hora levanta pra fazer alguma coisa, toda hora te chamam, a família não entende (não é culpa d ninguém) q vc tá no trabalho apesar d estar em casa.",290,1288870879552770052,DXave,Bras☭,São Luís-MA,,2020-07-30 16:15:38,Twitter for Android,20,0,,,
